image,mask,reference,type,utility
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_273/acc_07.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_273/acc_07_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/273.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_309/acc_00.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_309/acc_00_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/309.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_309/acc_01.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_309/acc_01_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/309.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_309/acc_02.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_309/acc_02_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/309.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_309/acc_03.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_309/acc_03_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/309.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_309/acc_04.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_309/acc_04_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/309.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_309/acc_05.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_309/acc_05_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/309.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_309/acc_06.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_309/acc_06_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/309.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_309/acc_07.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_309/acc_07_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/309.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_379/acc_00.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_379/acc_00_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/379.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_379/acc_01.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_379/acc_01_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/379.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_379/acc_02.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_379/acc_02_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/379.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_379/acc_03.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_379/acc_03_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/379.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_379/acc_04.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_379/acc_04_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/379.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_379/acc_05.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_379/acc_05_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/379.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_379/acc_06.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_379/acc_06_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/379.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_379/acc_07.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_379/acc_07_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/379.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_380/acc_00.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_380/acc_00_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/380.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_380/acc_01.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_380/acc_01_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/380.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_380/acc_02.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_380/acc_02_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/380.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_380/acc_03.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_380/acc_03_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/380.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_380/acc_04.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_380/acc_04_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/380.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_380/acc_05.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_380/acc_05_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/380.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_380/acc_06.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_380/acc_06_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/380.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_380/acc_07.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_380/acc_07_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/380.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_434/acc_00.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_434/acc_00_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/434.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_434/acc_01.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_434/acc_01_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/434.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_434/acc_02.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_434/acc_02_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/434.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_434/acc_03.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_434/acc_03_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/434.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_434/acc_04.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_434/acc_04_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/434.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_434/acc_05.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_434/acc_05_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/434.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_434/acc_06.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_434/acc_06_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/434.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_434/acc_07.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_434/acc_07_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/434.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_440/acc_00.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_440/acc_00_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/440.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_440/acc_01.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_440/acc_01_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/440.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_440/acc_02.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_440/acc_02_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/440.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_440/acc_03.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_440/acc_03_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/440.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_440/acc_04.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_440/acc_04_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/440.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_440/acc_05.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_440/acc_05_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/440.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_440/acc_06.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_440/acc_06_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/440.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_440/acc_07.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_440/acc_07_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/440.png,defect,1.0
